id,name,values,category,source_count,target_count,EC
a31077006,msmarto,37.11,3,175.0,112.0,56266.0
a54468759,farmerhasawife,18.51,3,25.0,51.0,16117.0
a23016794,KylieMerritt,90.0,3,82.0,71.0,34339.0
a388176385,jpmoloney,34.15,3,43.0,32.0,18348.0
a37881687,MarkDiStef,60.78,3,339.0,78.0,63712.0
a406442185,LachCartwright,75.08,3,97.0,86.0,33934.0
a50324367,_IainMartin,92.27,3,67.0,83.0,25189.0
a14845066,emmafultonlee,90.0,3,20.0,22.0,4563.0
a43440592,katedobbinuk,90.0,3,35.0,46.0,14237.0
a16399949,felixsalmon,27.75,3,173.0,23.0,27113.0
a1014328210538954752,yJimJia,56.09,3,0.0,169.0,32721.0
a713360769602207744,WomenAtDJ,48.26,3,0.0,107.0,12849.0
a3040894993,landreasson1,44.78,3,0.0,103.0,16959.0
a825534744377040897,Jackcsupernews,44.35,3,0.0,101.0,15714.0
a264746388,JacksonStiles,42.61,3,0.0,195.0,35507.0
a23693547,motioncore,41.74,3,0.0,93.0,14081.0
a704797170503852032,deepsea9898,41.3,3,0.0,91.0,14743.0
a126589629,annachisholm,40.87,3,0.0,184.0,34468.0
a24477819,australia2,40.87,3,0.0,186.0,33189.0
a2818323725,influencingcom,40.43,3,0.0,138.0,20501.0
a108233441,AlanaMitchelson,40.43,3,0.0,168.0,33032.0
a3065060260,medianycity,40.43,3,0.0,93.0,14101.0
a941646805002940416,broderick7097,40.0,3,0.0,80.0,11655.0
a827979936581292032,joshua_nahas,40.0,3,0.0,86.0,13446.0
a1977180493,MedianetEditor,39.57,3,0.0,162.0,30338.0
a77517399,barbarachai,39.57,3,0.0,88.0,14902.0
a1029723526041759744,ErhamahAldhahe1,39.13,3,0.0,79.0,10944.0
a739004232355844097,rosecabrera90,39.13,3,0.0,81.0,11953.0
a227695186,sheilawsj,39.13,3,0.0,87.0,14924.0
a848058306,britt_nicole49,38.7,3,0.0,83.0,12604.0
a733076671,CorySchouten,37.83,3,0.0,83.0,13213.0
a100212482,DanielleGuss,37.39,3,0.0,141.0,28676.0
a2995375437,trader66690,37.39,3,0.0,81.0,12237.0
a32545217,edkap,37.39,3,0.0,80.0,14071.0
a703198861397917696,konnitinosekai,37.39,3,0.0,79.0,11533.0
a799420166761086977,threeonen,36.96,3,0.0,87.0,15886.0
a36182533,mhammond7,36.52,3,0.0,161.0,27461.0
a3001048443,CellUnlockCode_,36.52,3,0.0,74.0,10544.0
a636998432,WSJAmbitiousHrs,36.09,3,0.0,93.0,13752.0
a498144170,AndrewTangel,36.09,3,0.0,76.0,12516.0
a16207747,jerryschranz,36.09,3,0.0,69.0,10045.0
a795675179364061185,GreggGethard,36.09,3,0.0,68.0,10009.0
a17354328,prwireau,35.65,3,0.0,119.0,18059.0
a597221390,livcaisley,35.65,3,0.0,137.0,29704.0
a4256646437,Oskar__AE,35.65,3,0.0,71.0,10698.0
a298903715,dawkins_scott,34.78,3,0.0,138.0,27699.0
a329564476,Greenleegur,34.78,3,0.0,74.0,11658.0
a140283699,jase__1,34.78,3,0.0,135.0,25977.0
a973500819197669376,AusPolStats,34.35,3,0.0,137.0,26231.0
a93147668,SelinaSteele,34.35,3,0.0,107.0,17546.0
a14370917,carlazanoni,34.35,3,0.0,82.0,14243.0
a21176376,OscarBColeman,34.35,3,0.0,145.0,28139.0
a738759445333856260,FinAntimonopoly,34.35,3,0.0,72.0,11748.0
a1011004948836802560,JACKTWARD_,33.91,3,0.0,146.0,27295.0
a43334517,brendanmoran7,33.91,3,0.0,76.0,14196.0
a737578407584636929,CAROLYNMICHEAL3,33.91,3,0.0,66.0,8923.0
a50603352,davemeddows,33.48,3,0.0,131.0,28167.0
a232342804,DeborahClay,33.48,3,0.0,134.0,25016.0
a2258689484,CamReddin,33.48,3,0.0,126.0,25320.0
a84617980,ashleyshuston,33.48,3,0.0,83.0,14745.0
a6613262,jg_rat,66.67,3,0.0,75.0,12507.0
a25001276,megandmiller1,60.0,3,0.0,64.0,12998.0
a47913,boudist,60.0,3,0.0,13.0,2072.0
a16714359,Dwotapka,60.0,3,0.0,20.0,3474.0
a14128457,foraggio,53.33,3,0.0,28.0,4634.0
a78403,letterstoharry,46.67,3,0.0,6.0,229.0
a28888486,bobbymacReports,46.67,3,0.0,1.0,97.0
a14990982,eunmac,46.67,3,0.0,21.0,2578.0
a811255,funkycoda,46.67,3,0.0,5.0,137.0
a367183,200ok,46.67,3,0.0,8.0,339.0
a14310249,dailyaddict,40.0,3,0.0,20.0,3574.0
a101653,diversionary,40.0,3,0.0,30.0,4039.0
a25071215,ryanchittum,40.0,3,0.0,12.0,2322.0
a14143903,mkung,40.0,3,0.0,12.0,3090.0
a24709803,wsjrock,40.0,3,0.0,0.0,0.0
a51946661,aujournos,40.0,3,0.0,35.0,6889.0
a16835274,peteramckay,40.0,3,0.0,21.0,4369.0
a749333,bronwen,40.0,3,0.0,54.0,10335.0
a1831911,ericscheid,40.0,3,0.0,17.0,954.0
a16325245,dministry,40.0,3,0.0,1.0,46.0
a7064052,eskimo_sparky,40.0,3,0.0,45.0,6212.0
a14297685,ianlyons,40.0,3,0.0,13.0,1525.0
a5545302,mdm_z,40.0,3,0.0,9.0,270.0
a5417572,imacri,40.0,3,0.0,0.0,0.0
a12645,gleddy,40.0,3,0.0,5.0,283.0
a776623,RuthEllison,40.0,3,0.0,5.0,238.0
a14621017,edave,40.0,3,0.0,7.0,361.0
a5480292,andycoffey,40.0,3,0.0,9.0,1040.0
a15629838,bhowarth,40.0,3,0.0,19.0,2756.0
a23554400,KerrieYaxley,33.33,3,0.0,42.0,11682.0
a19585268,brycecorbett,33.33,3,0.0,58.0,14129.0
a19704769,MaggieA,33.33,3,0.0,10.0,2249.0
a48211571,kelliesloane,33.33,3,0.0,42.0,10828.0
a11462732,edwardroussel,33.33,3,0.0,43.0,7325.0
a26338636,thejuggle,33.33,3,0.0,9.0,1731.0
a5373352,srama,33.33,3,0.0,14.0,3441.0
a15114605,Owenjay,33.33,3,0.0,36.0,8991.0
a162978680,EmmaJWardill,33.33,3,0.0,29.0,6688.0
a53230692,BigHarto,33.33,3,0.0,5.0,1723.0
a111219971,MaxMcKew,33.33,3,0.0,12.0,3029.0
a104712954,Mark_Arbib,33.33,3,0.0,15.0,4305.0
a8825152,suzanneyada,33.33,3,0.0,0.0,0.0
a14719362,keithahern,33.33,3,0.0,29.0,3529.0
a25024500,NDMPressOffice,33.33,3,0.0,16.0,2796.0
a800364,NickHodgeAU,33.33,3,0.0,6.0,274.0
a899351,steven_noble,33.33,3,0.0,31.0,5351.0
a16448545,milkbarmedia,33.33,3,0.0,78.0,16182.0
a8868832,antonymd,33.33,3,0.0,16.0,2812.0
a18929464,remogiuffre,33.33,3,0.0,6.0,2007.0
